created_on,operation,property_type,place_name,place_with_parent_names,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_in_m2,price_usd_per_m2,floor,rooms,expenses,properati_url,image_thumbnail
2013-07-22,rent,apartment,Victoria,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,3427500,"-34.456713,-58.539585",-34.456713,-58.539585,3000.0,ARS,2999.95,560.95,75,7.479333333333334,2,3,,http://www.properati.com.ar/8v1d_alquiler_departamento_victoria_cnel-brandsen_3400,http://cf-thumbs.properati.com.ar/PCatXpruBv4_T5owkz_6wRY5-BA=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FCHO%2FCH1984_2.jpg
2013-07-22,rent,apartment,Villa Mercedes,|Argentina|San Luis|Villa Mercedes|,,"-33.675201,-65.461341",-33.675201,-65.461341,2000.0,ARS,1999.98,373.97,,,,,,http://www.properati.com.ar/8v2q_alquiler_departamento_villa-mercedes_maipu_100,http://cf-thumbs.properati.com.ar/hZtiLWcj4V1331ZDJxSlX9LrJyk=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FECM%2FECM3410_2.jpg
2013-07-22,rent,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,3436109,"","","",3500.0,ARS,3499.99,654.45,45,14.543333333333335,5,2,$ 480 (APROX),http://www.properati.com.ar/8v3p_alquiler_departamento_barrio-norte,http://cf-thumbs.properati.com.ar/ivrzfwRNcSj9zA__0Xfu639eSbs=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FEOD%2FEO13053_10.jpg
2013-07-22,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.586644,-58.408278",-34.586644,-58.408278,4750.0,ARS,4749.98,888.18,92,9.654130434782608,10,3,1980 (APROX),http://www.properati.com.ar/8v3t_alquiler_departamento_palermo_juncal_3100,http://cf-thumbs.properati.com.ar/g78dyG40XxRXSh22voZKOPfGQK8=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FEOD%2FEO13065_2.jpg
2013-07-22,rent,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,3436109,"-34.594341,-58.389972",-34.594341,-58.389972,,"","","",55,,2,3,$ 1.100.- (Aprox.),http://www.properati.com.ar/8v44_alquiler_departamento_barrio-norte_arenales_1600,http://cf-thumbs.properati.com.ar/iBg6Oow7GYEUmf-zFR5NZtiO_Pc=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FEOD%2FEO13093_2.jpg
2013-07-22,rent,apartment,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,3430544,"-34.651765,-58.619805",-34.651765,-58.619805,3000.0,ARS,2999.95,560.95,,,1,,,http://www.properati.com.ar/8v55_alquiler_departamento_moron,http://cf-thumbs.properati.com.ar/A6rsJWWObXYgZLh-OHw4gnDi_Qs=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FGON%2FGON71_2.jpg
2013-07-22,rent,apartment,Ituzaingó,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,3433359,"-34.660238,-58.667195",-34.660238,-58.667195,2800.0,ARS,2799.99,523.56,39,13.424615384615382,,2,,http://www.properati.com.ar/8v5g_alquiler_departamento_ituzaingo_avenida-rivadavia_21800,http://cf-thumbs.properati.com.ar/KCdFTBs2w--OSyJEBV2UCGLx1gk=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FGPI%2FGPI344_2.jpg
2013-07-22,rent,apartment,Monserrat,|Argentina|Capital Federal|Monserrat|,3430570,"-34.607274,-58.380776",-34.607274,-58.380776,,"","","",40,,9,,800,http://www.properati.com.ar/8v5m_alquiler_departamento_monserrat_pellegrini-carlos_100,http://cf-thumbs.properati.com.ar/KuOjQ_fJui1V_Zutbmidma8ykGU=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FICO%2FICO2091_2.jpg
2013-07-22,rent,apartment,San Telmo,|Argentina|Capital Federal|San Telmo|,3428113,"-34.62197,-58.377165",-34.62197,-58.377165,,"","","",30,,3,,500,http://www.properati.com.ar/8v5r_alquiler_departamento_san-telmo_piedras_1200,http://cf-thumbs.properati.com.ar/m7K7cr05tOEMdEw02uc8lzKd8hQ=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FICO%2FICO2141_2.jpg
2013-07-22,rent,apartment,San Telmo,|Argentina|Capital Federal|San Telmo|,3428113,"-34.617453,-58.378748",-34.617453,-58.378748,,"","","",37,,2,,,http://www.properati.com.ar/8v5t_alquiler_departamento_san-telmo_tacuari_800,
2013-07-22,rent,apartment,San Cristobal,|Argentina|Capital Federal|San Cristobal|,3429153,"-34.620081,-58.388677",-34.620081,-58.388677,,"","","",42,,2,,,http://www.properati.com.ar/8v5u_alquiler_departamento_san-cristobal_calvo-carlos_1600,
2013-07-22,rent,apartment,San Telmo,|Argentina|Capital Federal|San Telmo|,3428113,"-34.620843,-58.380036",-34.620843,-58.380036,,"","","",35,,6,,400,http://www.properati.com.ar/8v5v_alquiler_departamento_san-telmo_irigoyen-bernardo-de_1100,
2013-07-22,rent,apartment,San Telmo,|Argentina|Capital Federal|San Telmo|,3428113,"-34.620372,-58.366313",-34.620372,-58.366313,,"","","",69,,2,,700,http://www.properati.com.ar/8v5x_alquiler_departamento_san-telmo_humberto-1a-_1,
2013-07-22,rent,apartment,Berazategui,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Berazategui|,3436042,"-34.780263,-58.226628",-34.780263,-58.226628,2500.0,ARS,2499.97,467.46,,,,2,,http://www.properati.com.ar/8v5y_alquiler_departamento_berazategui_calle-21_2800,http://cf-thumbs.properati.com.ar/u_6QLUXKM7_H4wp3IVu5YYD8laE=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FINB%2FINB921_2.jpg
2013-07-22,rent,house,Yerba Buena,|Argentina|Catamarca|Yerba Buena|,3832259,"","","",,"","","",140,,,4,,http://www.properati.com.ar/8v5z_alquiler_casa_yerba-buena,http://cf-thumbs.properati.com.ar/oGM2gh3n4DEkEn3vutQCN0Vm_m4=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FJAI%2FJAI146_2.jpg
2013-07-22,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.575213,-58.463176",-34.575213,-58.463176,3000.0,USD,16043.98,3000.0,480,6.25,3,5,3600,http://www.properati.com.ar/8v66_alquiler_departamento_capital-federal_forest-av-_1500,http://cf-thumbs.properati.com.ar/kv6Q6_bfBZzrCviSlJevCBveaZA=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FJNT%2FJNT1244_2.jpg
2013-07-22,rent,apartment,Capital Federal,|Argentina|Capital Federal|,3433955,"-34.575213,-58.463176",-34.575213,-58.463176,27000.0,ARS,26999.98,5048.62,480,10.517958333333333,3,5,3600,http://www.properati.com.ar/8v67_alquiler_departamento_capital-federal_forest-av-_1500,http://cf-thumbs.properati.com.ar/XSkRv2kEPXUvACR_2cWSkCsrGNo=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FJNT%2FJNT1245_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.575213,-58.463176",-34.575213,-58.463176,3000.0,USD,16043.98,3000.0,480,6.25,3,5,3600,http://www.properati.com.ar/8v68_alquiler_departamento_belgrano_forest-av-_1500,http://cf-thumbs.properati.com.ar/Nrr_p3vf9Xy2Tm0h0-NlDmTBkVo=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FJNT%2FJNT1246_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.570381,-58.434096",-34.570381,-58.434096,3100.0,ARS,3099.96,579.65,46,12.601086956521739,1,1,$ 900.-,http://www.properati.com.ar/8v77_alquiler_departamento_belgrano_baez_600,http://cf-thumbs.properati.com.ar/U7r9byqInBoWwkVwVXs8SfiarIo=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FKOR%2FKO23967_10.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.554957,-58.449346",-34.554957,-58.449346,3800.0,ARS,3799.96,710.54,56,12.688214285714285,12,3,$ 2000.-,http://www.properati.com.ar/8v7k_alquiler_departamento_belgrano_del-libertador-av-_6200,http://cf-thumbs.properati.com.ar/x_DAcgaaU6oEjovVPasjzJ4CQV4=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FKOR%2FKO23983_10.jpg
2013-07-22,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.577451,-58.422751",-34.577451,-58.422751,13700.0,ARS,13699.95,2561.7,148,17.30878378378378,8,4,$ 3600.-,http://www.properati.com.ar/8v7l_venta_departamento_palermo_fray-justo-santamaria-de-oro_2700,http://cf-thumbs.properati.com.ar/3u2yZ8rdWGDcK2n5dq9lnDk6gqo=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FKOR%2FKO23984_10.jpg
2013-07-22,rent,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,3435548,"-34.60429,-58.389274",-34.60429,-58.389274,2700.0,ARS,2699.98,504.86,53,9.525660377358491,11,2,820,http://www.properati.com.ar/8v7n_alquiler_departamento_centro-microcentro_corrientes-av-_1600,
2013-07-22,rent,apartment,Villa Devoto,|Argentina|Capital Federal|Villa Devoto|,3427451,"-34.595974,-58.497559",-34.595974,-58.497559,2500.0,ARS,2499.97,467.46,30,15.581999999999999,,2,250,http://www.properati.com.ar/8v7t_venta_departamento_villa-devoto_helguera_3600,http://cf-thumbs.properati.com.ar/HPf-zveCoHZHI3L3tXTYIgJbnTc=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLAU%2FUAL119_2.jpg
2013-07-22,rent,apartment,Palermo,|Argentina|Capital Federal|Palermo|,3430234,"-34.572606,-58.420583",-34.572606,-58.420583,6500.0,USD,34761.96,6500.0,390,16.666666666666668,17,5,,http://www.properati.com.ar/8v7u_alquiler_departamento_palermo_del-libertador-av-_3700,http://cf-thumbs.properati.com.ar/wZq86EgdaKVr--bBIrlNiAjvGZI=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLCA%2FLCA433_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.564894,-58.434433",-34.564894,-58.434433,2900.0,ARS,2899.94,542.25,47,11.537234042553191,2,2,$470,http://www.properati.com.ar/8v9y_alquiler_departamento_belgrano_maure_1500,http://cf-thumbs.properati.com.ar/YsroPNWC-sNHGFv42laj9yq7HrM=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLU13879_2.jpg
2013-07-22,rent,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,3430348,"-34.537676,-58.465862",-34.537676,-58.465862,6500.0,ARS,6499.95,1215.4,54,22.50740740740741,3,2,,http://www.properati.com.ar/8va4_alquiler_departamento_nunez_del-libertador-av-_8500,http://cf-thumbs.properati.com.ar/ZES1sUIM9bNYpFglxRTeZxCieks=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLU13893_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.574564,-58.441333",-34.574564,-58.441333,3400.0,ARS,3399.98,635.75,45,14.127777777777778,3,1,$1100,http://www.properati.com.ar/8va7_alquiler_departamento_belgrano_ciudad-de-la-paz_300,http://cf-thumbs.properati.com.ar/qeV8sdR4Gfv7mEb0GgUuVVqqIW4=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLU13896_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.568674,-58.454708",-34.568674,-58.454708,8190.0,ARS,8189.97,1531.41,180,8.507833333333334,7,4,$ 1950,http://www.properati.com.ar/8vaf_alquiler_departamento_belgrano_moldes_1500,http://cf-thumbs.properati.com.ar/izLuarK-vmZuQb86OlQM2RECsHI=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLUI3684_2.jpg
2013-07-22,rent,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,3430348,"-34.551236,-58.466218",-34.551236,-58.466218,3700.0,ARS,3699.95,691.84,46,15.040000000000001,10,2,,http://www.properati.com.ar/8vai_alquiler_departamento_nunez_pedraza-manuela_2400,http://cf-thumbs.properati.com.ar/lO12xNCHbIsCnlw_4fj7Zhn2atU=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLUI3690_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.567017,-58.457924",-34.567017,-58.457924,7490.0,ARS,7489.97,1400.52,60,23.342,4,2,$ 230 c/ agua,http://www.properati.com.ar/8van_alquiler_departamento_belgrano_la-pampa_2800,http://cf-thumbs.properati.com.ar/86nPd6pRrPSh3WVdokKQjj9ZuJI=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLUI3701_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.565691,-58.450979",-34.565691,-58.450979,3600.0,ARS,3599.94,673.14,40,16.8285,2,2,$ 600,http://www.properati.com.ar/8vao_alquiler_departamento_belgrano_pino-virrey-del_2300,http://cf-thumbs.properati.com.ar/hLwn5SzQhOhdXQJ1Rg8LIFcLmdM=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLUI3702_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.55599,-58.44162",-34.55599,-58.44162,6500.0,ARS,6499.95,1215.4,86,14.132558139534884,2,4,$ 1.380,http://www.properati.com.ar/8vap_alquiler_departamento_belgrano_mariscal-antonio-jose-de-sucre_1100,
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.565691,-58.450979",-34.565691,-58.450979,3300.0,ARS,3299.97,617.05,40,15.42625,10,2,$ 620,http://www.properati.com.ar/8vaq_alquiler_departamento_belgrano_pino-virrey-del_2300,http://cf-thumbs.properati.com.ar/zUaZZGeQvmqxCIJC7yhDp6fRnJg=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLUI3704_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.56092,-58.466154",-34.56092,-58.466154,4500.0,ARS,4499.96,841.43,85,9.899176470588234,3,3,$ 960 c/aysa,http://www.properati.com.ar/8vas_alquiler_departamento_belgrano_conesa_2600,http://cf-thumbs.properati.com.ar/5t4TbQgmwy-Thjvby2hGTysIBS4=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLUI3706_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.563759,-58.438755",-34.563759,-58.438755,2800.0,ARS,2799.99,523.56,43,12.17581395348837,7,1,$350,http://www.properati.com.ar/8vaz_alquiler_departamento_belgrano_migueletes_1200,http://cf-thumbs.properati.com.ar/1S57o4TITCpVe7XnLA7mOieRJYc=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FLUI%2FLU13925_2.jpg
2013-07-22,rent,apartment,Florencio Varela,|Argentina|Bs.As. G.B.A. Zona Sur|Florencio Varela|Florencio Varela|,,"","","",4000.0,ARS,3999.97,747.94,,,1,3,400,http://www.properati.com.ar/8vb9_alquiler_departamento_florencio-varela_pres-arturo-illia,http://cf-thumbs.properati.com.ar/dYBv3fNakQU-WGDNNH_th95nEII=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMCA%2FMCA97_10.jpg
2013-07-22,rent,house,Coronel Suárez,|Argentina|Buenos Aires Interior|Coronel Suárez|Coronel Suárez|,3860163,"","","",1600.0,ARS,1599.95,299.17,,,,1,,http://www.properati.com.ar/8vba_alquiler_casa_coronel-suarez,http://cf-thumbs.properati.com.ar/2XEO34j_GXgcu42uKu1Qoloh8vg=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMEP%2FMEP555_2.jpg
2013-07-22,rent,house,Haedo,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,"-34.6467,-58.561442",-34.6467,-58.561442,2700.0,ARS,2699.98,504.86,70,7.212285714285715,,2,,http://www.properati.com.ar/8vbs_alquiler_casa_haedo_suipacha_100,
2013-07-22,rent,apartment,Haedo,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,"-34.644376,-58.588306",-34.644376,-58.588306,4500.0,ARS,4499.96,841.43,65,12.945076923076922,5,3,,http://www.properati.com.ar/8vbt_alquiler_departamento_haedo_avenida-rivadavia_15800,
2013-07-22,rent,house,Villa Luzuriaga,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,3427406,"-34.659544,-58.579236",-34.659544,-58.579236,1800.0,ARS,1799.97,336.57,62,5.428548387096774,,2,,http://www.properati.com.ar/8vbw_alquiler_casa_villa-luzuriaga_carabobo_2100,
2013-07-22,rent,apartment,Ramos Mejía,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,3429617,"-34.641692,-58.557978",-34.641692,-58.557978,2500.0,ARS,2499.97,467.46,,,,2,350,http://www.properati.com.ar/8vby_alquiler_departamento_ramos-mejia_las-heras_300,
2013-07-22,rent,apartment,Haedo,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,"-34.637233,-58.578992",-34.637233,-58.578992,2000.0,ARS,1999.98,373.97,41,9.121219512195122,1,1,300,http://www.properati.com.ar/8vbz_alquiler_departamento_haedo_emilio-mitre_1000,http://cf-thumbs.properati.com.ar/au2r81Yjn-2PELYce5tG_eHyNTU=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMGG%2FMG1217_2.jpg
2013-07-22,rent,apartment,Ramos Mejía,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,3429617,"-34.648963,-58.563955",-34.648963,-58.563955,,"","","",35,,2,1,,http://www.properati.com.ar/8vc0_alquiler_departamento_ramos-mejia_avenida-de-mayo_900,
2013-07-22,rent,apartment,Ramos Mejía,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,3429617,"-34.644711,-58.554936",-34.644711,-58.554936,2400.0,ARS,2399.96,448.76,45,9.972444444444445,2,2,600,http://www.properati.com.ar/8vc3_alquiler_departamento_ramos-mejia_maestra-lascano_300,
2013-07-22,rent,apartment,Morón,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,3430544,"-34.66526,-58.61912",-34.66526,-58.61912,3500.0,ARS,3499.99,654.45,85,7.699411764705883,1,3,,http://www.properati.com.ar/8vc5_alquiler_departamento_moron_alcalde-gonzalez-barbosa_700,http://cf-thumbs.properati.com.ar/liP96czDQDheKSEiF-GgtamoqO0=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMGG%2FMG1224_2.jpg
2013-07-22,rent,apartment,Santa María Centro,|Argentina|Santa Fe|Santa María Centro|,,"-27.841597,-61.13809",-27.841597,-61.13809,3350.0,ARS,3349.98,626.4,,,2,3,380,http://www.properati.com.ar/8vca_alquiler_departamento_santa-maria-centro_25-de-mayo_1,http://cf-thumbs.properati.com.ar/mny5lGj1T65wAlp15K1olkQ1vPc=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMIG%2FMIG1699_2.jpg
2013-07-22,rent,apartment,Guadalupe Norte,|Argentina|Santa Fe|Guadalupe Norte|,3433664,"","","",2100.0,ARS,2099.99,392.67,60,6.5445,,2,,http://www.properati.com.ar/8vcb_venta_departamento_guadalupe-norte,http://cf-thumbs.properati.com.ar/mncE3y_SA3m2ZEwkdKwzkFM7Xl8=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMIG%2FMIG1700_2.jpg
2013-07-22,rent,apartment,Guadalupe Norte,|Argentina|Santa Fe|Guadalupe Norte|,3433664,"","","",2200.0,ARS,2199.95,411.36,60,6.856,,2,,http://www.properati.com.ar/8vcc_venta_departamento_guadalupe-norte,http://cf-thumbs.properati.com.ar/LUNrux4Ey1RxE279Vi0zH6CJxuM=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMIG%2FMIG1701_2.jpg
2013-07-22,rent,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,3436109,"-34.600807,-58.389633",-34.600807,-58.389633,2500.0,ARS,2499.97,467.46,,,4,2,400,http://www.properati.com.ar/8vci_alquiler_departamento_barrio-norte_montevideo_700,http://cf-thumbs.properati.com.ar/a3th1cbtPZRMCwU-pH2oSjNQ7BU=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMIG%2FMIG1708_2.jpg
2013-07-22,rent,house,La Plata,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,3432039,"","","",2500.0,ARS,2499.97,467.46,538,0.8688847583643122,,2,,http://www.properati.com.ar/8vd2_alquiler_casa_la-plata,http://cf-thumbs.properati.com.ar/ncTVP8G2AEouu0sTTAhBR3sMlIQ=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMIR%2FMIR5187_2.jpg
2013-07-22,rent,apartment,La Plata,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,3432039,"","","",2200.0,ARS,2199.95,411.36,40,10.284,,1,50/70,http://www.properati.com.ar/8vd3_alquiler_departamento_la-plata,http://cf-thumbs.properati.com.ar/PwlLQ0vqxHprtPDfx_kjpFWLRag=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMIR%2FMIR5193_2.jpg
2013-07-22,rent,apartment,Beccar,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,3436080,"-34.461427,-58.527992",-34.461427,-58.527992,6000.0,ARS,5999.96,1121.91,,,1,,450,http://www.properati.com.ar/8vdt_alquiler_departamento_beccar_garibaldi_1900,
2013-07-22,rent,apartment,Victoria,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,3427500,"-34.448705,-58.546964",-34.448705,-58.546964,2300.0,ARS,2299.95,430.06,,,1,,,http://www.properati.com.ar/8vdv_alquiler_departamento_victoria_constitucion_2300,
2013-07-22,rent,apartment,San Fernando,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|San Fernando|,,"-34.441797,-58.55425",-34.441797,-58.55425,1900.0,ARS,1899.98,355.27,48,7.401458333333333,7,,800,http://www.properati.com.ar/8vdy_alquiler_departamento_san-fernando_ayacucho_1100,
2013-07-22,rent,apartment,Barracas,|Argentina|Capital Federal|Barracas|,3436134,"-34.645845,-58.37701",-34.645845,-58.37701,2600.0,ARS,2599.98,486.16,62,7.841290322580646,,2,,http://www.properati.com.ar/8vee_alquiler_departamento_barracas_jose-aaron-salmun-feijoo_1200,http://cf-thumbs.properati.com.ar/vf709EO9CdDQudFGjkPBKljMYWk=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMOS%2FMOS2156_2.jpg
2013-07-22,rent,apartment,Barracas,|Argentina|Capital Federal|Barracas|,3436134,"-34.645845,-58.37701",-34.645845,-58.37701,2800.0,ARS,2799.99,523.56,62,8.444516129032257,,2,,http://www.properati.com.ar/8vef_alquiler_departamento_barracas_jose-aaron-salmun-feijoo_1200,http://cf-thumbs.properati.com.ar/Jg3r5gmQ1wQtQz0U5JosVm_2hlc=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMOS%2FMOS2157_2.jpg
2013-07-22,rent,apartment,Barrio Norte,|Argentina|Capital Federal|Barrio Norte|,3436109,"-34.602224,-58.39688",-34.602224,-58.39688,2500.0,ARS,2499.97,467.46,35,13.356,1,2,$ 327,http://www.properati.com.ar/8vey_alquiler_departamento_barrio-norte_tucuman_2100,http://cf-thumbs.properati.com.ar/NvgIw9D4k0qlzZrnTqaAAV9_dgQ=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMPR%2FMPR728_10.jpg
2013-07-22,rent,apartment,Recoleta,|Argentina|Capital Federal|Recoleta|,3429595,"-34.594341,-58.389972",-34.594341,-58.389972,4800.0,ARS,4799.98,897.53,60,14.958833333333333,,3,1200,http://www.properati.com.ar/8vez_alquiler_departamento_recoleta_arenales_1600,http://cf-thumbs.properati.com.ar/5jEVlBzkm_bc_CUl47iFeVZQ-2w=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMPR%2FMPR730_10.jpg
2013-07-22,rent,apartment,Playa Grande,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|Playa Grande|,3840905,"","","",,"","","",205,,3,6,,http://www.properati.com.ar/8vfc_alquiler_departamento_playa-grande,http://cf-thumbs.properati.com.ar/PkyPJGDFQffpRCNbuy7g5tOXHqk=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMUI%2FMUI1446_10.jpg
2013-07-22,rent,apartment,Playa Grande,|Argentina|Buenos Aires Costa Atlántica|Mar del Plata|Playa Grande|,3840905,"","","",,"","","",65,,8,2,,http://www.properati.com.ar/8vfh_alquiler_departamento_playa-grande,http://cf-thumbs.properati.com.ar/6oJVSAr35cKO7YnuEru5t-hzYZY=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMUI%2FMUI1452_10.jpg
2013-07-22,rent,apartment,Centro / Microcentro,|Argentina|Capital Federal|Centro / Microcentro|,3435548,"-34.599003,-58.378315",-34.599003,-58.378315,2500.0,ARS,2499.97,467.46,41,11.401463414634145,8,2,$500,http://www.properati.com.ar/8vfo_alquiler_departamento_centro-microcentro_esmeralda_800,http://cf-thumbs.properati.com.ar/AOpKyYAE86I0eyEM7hKSlvC7_Hc=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMYM%2FMYM2127_2.jpg
2013-07-22,rent,apartment,Parque Patricios,|Argentina|Capital Federal|Parque Patricios|,3430114,"-34.630408,-58.404788",-34.630408,-58.404788,3500.0,ARS,3499.99,654.45,76,8.611184210526316,11,4,$990,http://www.properati.com.ar/8vfs_alquiler_departamento_parque-patricios_inclan_2900,http://cf-thumbs.properati.com.ar/n4GU34rRCZxIWjfi5CowpKuLkSo=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FMYM%2FMYM2132_2.jpg
2013-07-22,rent,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,3436077,"-34.553846,-58.459304",-34.553846,-58.459304,4500.0,ARS,4499.96,841.43,50,16.828599999999998,5,2,800,http://www.properati.com.ar/8vg8_alquiler_departamento_belgrano_congreso-av-_2100,http://cf-thumbs.properati.com.ar/Qn2C1dBuc1RAPdwlzAmf0xyjfVk=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FORW%2FORW2090_10.jpg
2013-07-22,rent,apartment,Nuñez,|Argentina|Capital Federal|Nuñez|,3430348,"-34.553846,-58.459304",-34.553846,-58.459304,4500.0,ARS,4499.96,841.43,50,16.828599999999998,5,2,800,http://www.properati.com.ar/8vg9_alquiler_departamento_nunez_congreso-av-_2100,http://cf-thumbs.properati.com.ar/e7hSgJdsGyh9vW-tvrLJdV5mazs=/198x0/smart/www.amaira.com%2Fbuscador%2Fimagenes%2FORW%2FORW2091_2.jpg
